market_segment,channel_used,campaign_type,impressions,clicks,conversion_rate,roi,acquisition_cost
Fashionistas,YouTube,Social Media,4424,939,0.001,0.055,11579
Outdoor Adventurers,Instagram,Display,8160,325,0.0,0.048,10662
Tech Enthusiasts,Email,Influencer,6128,275,0.0,0.08,17035
Foodies,Facebook,Search,6436,399,0.001,0.052,16338
Health & Wellness,YouTube,Search,1055,124,0.0,0.024,16313
Fashionistas,Email,Influencer,2091,466,0.001,0.051,15787
Foodies,Google Ads,Social Media,9294,590,0.0,0.078,14780
Health & Wellness,Instagram,Search,5825,690,0.001,0.037,10682
Health & Wellness,Facebook,Influencer,3800,751,0.0,0.064,5674
Fashionistas,Facebook,Email,5021,500,0.001,0.071,10036
Outdoor Adventurers,Facebook,Search,2474,951,0.001,0.071,18067
Health & Wellness,Website,Search,8816,164,0.001,0.031,17152
Tech Enthusiasts,Google Ads,Influencer,8216,126,0.001,0.045,9268
Health & Wellness,Facebook,Social Media,1635,915,0.0,0.048,14383
Outdoor Adventurers,Google Ads,Social Media,5531,607,0.0,0.064,14600
Fashionistas,YouTube,Email,3725,366,0.0,0.077,8619
Outdoor Adventurers,Email,Social Media,9662,161,0.001,0.07,12060
Outdoor Adventurers,Website,Social Media,9828,801,0.001,0.044,7916
Outdoor Adventurers,Instagram,Search,3181,454,0.0,0.047,17271
Tech Enthusiasts,Google Ads,Social Media,8706,312,0.0,0.022,16763
Foodies,Facebook,Influencer,9945,213,0.0,0.023,15211
Tech Enthusiasts,Facebook,Display,7189,830,0.0,0.061,9518
Health & Wellness,YouTube,Email,1804,990,0.001,0.064,6497
Outdoor Adventurers,Email,Social Media,6088,740,0.001,0.074,5198
Foodies,Email,Email,1059,555,0.0,0.022,6492
Fashionistas,Instagram,Search,4357,872,0.0,0.031,19912
Outdoor Adventurers,Instagram,Display,4429,738,0.001,0.077,16097
Health & Wellness,YouTube,Search,5584,650,0.0,0.066,18198
Tech Enthusiasts,Instagram,Display,1195,798,0.002,0.055,7496
Health & Wellness,Instagram,Search,5706,527,0.0,0.06,19642
Fashionistas,YouTube,Display,5064,370,0.0,0.026,15154
Tech Enthusiasts,Website,Display,1098,902,0.001,0.024,17715
Outdoor Adventurers,Facebook,Search,7139,481,0.0,0.036,11743
Tech Enthusiasts,Instagram,Display,1019,183,0.002,0.077,9011
Outdoor Adventurers,Instagram,Influencer,9911,919,0.0,0.024,12305
Fashionistas,Email,Display,5245,392,0.002,0.044,9409
Fashionistas,Website,Social Media,9424,843,0.0,0.078,13702
Fashionistas,Email,Display,2729,214,0.001,0.063,13876
Health & Wellness,Google Ads,Social Media,5768,645,0.001,0.041,19684
Outdoor Adventurers,YouTube,Social Media,7684,128,0.0,0.026,10261
Health & Wellness,Google Ads,Display,5053,747,0.001,0.071,12991
Outdoor Adventurers,Website,Social Media,3823,186,0.002,0.063,10024
Health & Wellness,Email,Display,3610,425,0.001,0.064,18243
Outdoor Adventurers,Facebook,Search,3305,539,0.001,0.041,13837
Fashionistas,Google Ads,Social Media,5665,650,0.001,0.057,5830
Tech Enthusiasts,Google Ads,Social Media,3209,894,0.001,0.069,5098
Fashionistas,Facebook,Display,6334,646,0.001,0.068,11372
Health & Wellness,Facebook,Display,1207,427,0.001,0.053,19430
Tech Enthusiasts,Email,Influencer,7744,835,0.001,0.027,7397
Tech Enthusiasts,Email,Email,7147,355,0.0,0.077,17458
Foodies,Facebook,Search,9747,139,0.001,0.077,6494
Outdoor Adventurers,Website,Influencer,8319,676,0.001,0.05,12850
Health & Wellness,Google Ads,Email,1739,706,0.001,0.042,9461
Fashionistas,YouTube,Search,2944,808,0.0,0.058,7138
Outdoor Adventurers,Instagram,Influencer,6167,780,0.001,0.065,17723
Foodies,Facebook,Email,8285,744,0.0,0.034,7982
Health & Wellness,Google Ads,Email,3261,284,0.001,0.075,12940
Foodies,Instagram,Social Media,3883,338,0.001,0.058,18976
Tech Enthusiasts,YouTube,Search,2380,308,0.001,0.046,8506
Outdoor Adventurers,Google Ads,Display,8881,311,0.001,0.075,12617
Foodies,Website,Search,5765,478,0.0,0.03,6790
Tech Enthusiasts,Email,Influencer,1909,278,0.001,0.051,13113
Health & Wellness,Google Ads,Social Media,7453,698,0.001,0.067,5654
Foodies,Website,Social Media,9586,467,0.001,0.048,13044
Fashionistas,Google Ads,Influencer,6547,759,0.0,0.053,11271
Foodies,Google Ads,Influencer,2849,244,0.0,0.074,13629
Tech Enthusiasts,Website,Influencer,1104,957,0.0,0.058,14781
Health & Wellness,Facebook,Search,6254,734,0.001,0.079,18764
Foodies,Instagram,Email,1212,240,0.001,0.032,18332
Tech Enthusiasts,Facebook,Display,6525,898,0.001,0.062,10955
Health & Wellness,Email,Social Media,8143,232,0.001,0.077,19169
Fashionistas,Facebook,Display,2386,890,0.001,0.035,14474
Outdoor Adventurers,Instagram,Search,9177,431,0.001,0.029,14312
Tech Enthusiasts,Google Ads,Display,7323,111,0.0,0.065,19180
Foodies,Google Ads,Email,3335,248,0.001,0.075,9729
Health & Wellness,Website,Email,4565,660,0.0,0.07,10255
Fashionistas,Email,Social Media,8944,881,0.001,0.075,16446
Fashionistas,Website,Display,3258,684,0.001,0.049,17575
Fashionistas,Facebook,Search,6584,443,0.001,0.059,8328
Fashionistas,YouTube,Social Media,2617,807,0.002,0.022,5044
Health & Wellness,Instagram,Display,8879,836,0.0,0.054,19015
Health & Wellness,Google Ads,Email,9270,519,0.001,0.078,8670
Fashionistas,Instagram,Display,8375,829,0.001,0.077,10791
Outdoor Adventurers,Website,Social Media,2072,386,0.0,0.076,12996
Foodies,Google Ads,Email,8986,882,0.001,0.031,6796
Fashionistas,YouTube,Influencer,7162,572,0.0,0.043,16030
Fashionistas,Facebook,Social Media,6554,647,0.001,0.031,6379
Outdoor Adventurers,Email,Influencer,3248,861,0.001,0.065,15267
Health & Wellness,Facebook,Influencer,7070,615,0.0,0.06,12666
Outdoor Adventurers,Instagram,Influencer,8103,762,0.001,0.069,18389
Outdoor Adventurers,Instagram,Email,3223,982,0.0,0.038,15961
Health & Wellness,Google Ads,Email,2299,399,0.001,0.037,17074
Outdoor Adventurers,YouTube,Social Media,1209,162,0.001,0.031,12687
Fashionistas,Facebook,Display,9523,959,0.001,0.076,19279
Fashionistas,Email,Search,5432,229,0.002,0.022,8503
Tech Enthusiasts,Instagram,Influencer,3731,871,0.0,0.04,12314
Tech Enthusiasts,Instagram,Influencer,3365,514,0.002,0.042,6850
Foodies,Instagram,Influencer,6215,982,0.001,0.072,17297
Health & Wellness,Facebook,Search,9802,355,0.001,0.068,9368
Foodies,Google Ads,Display,8150,873,0.0,0.08,9968
Fashionistas,Facebook,Search,4335,177,0.002,0.023,14831
Fashionistas,Website,Influencer,1343,695,0.001,0.059,14587
Outdoor Adventurers,Google Ads,Display,3568,352,0.001,0.026,13927
Foodies,Website,Search,9129,602,0.001,0.063,9211
Health & Wellness,Facebook,Search,5335,728,0.001,0.054,11087
Fashionistas,YouTube,Search,6144,491,0.001,0.048,18824
Outdoor Adventurers,Google Ads,Influencer,5494,807,0.001,0.051,16738
Health & Wellness,Website,Influencer,7484,365,0.001,0.036,14913
Outdoor Adventurers,YouTube,Search,6958,346,0.002,0.058,10357
Foodies,Email,Search,5602,377,0.001,0.076,16787
Tech Enthusiasts,Website,Search,8024,192,0.001,0.043,5904
Health & Wellness,Instagram,Social Media,6218,779,0.0,0.053,7716
Health & Wellness,Facebook,Influencer,7769,383,0.0,0.035,18938
Health & Wellness,Google Ads,Email,6373,304,0.001,0.059,13649
Foodies,Email,Social Media,1965,189,0.001,0.061,7425
Outdoor Adventurers,Email,Display,7938,562,0.001,0.069,7923
Foodies,Instagram,Display,9030,437,0.0,0.079,7317
Foodies,Website,Influencer,8739,888,0.0,0.039,15497
Foodies,YouTube,Display,1782,578,0.001,0.059,19854
Fashionistas,Facebook,Email,8786,592,0.001,0.028,11625
Outdoor Adventurers,Email,Search,4896,194,0.001,0.03,15336
Tech Enthusiasts,Website,Search,5528,742,0.001,0.032,6046
Foodies,YouTube,Social Media,8534,689,0.0,0.051,10786
Health & Wellness,YouTube,Email,4247,412,0.0,0.021,15230
Tech Enthusiasts,Website,Email,6149,615,0.0,0.06,6592
Tech Enthusiasts,Email,Social Media,5520,709,0.0,0.021,10903
Health & Wellness,YouTube,Email,3518,734,0.0,0.048,7303
Foodies,Facebook,Display,2251,578,0.0,0.058,5637
Outdoor Adventurers,Email,Display,7420,733,0.001,0.032,7667
Outdoor Adventurers,Google Ads,Social Media,8698,924,0.001,0.02,12320
Health & Wellness,Google Ads,Influencer,8253,996,0.001,0.03,7421
Foodies,Google Ads,Social Media,3243,126,0.001,0.035,10740
Health & Wellness,Website,Display,2138,1000,0.001,0.06,15733
Fashionistas,YouTube,Search,5493,875,0.001,0.042,6266
Foodies,Website,Influencer,1451,656,0.001,0.032,6242
Fashionistas,Google Ads,Display,3507,550,0.002,0.078,17454
Outdoor Adventurers,Instagram,Social Media,8179,783,0.001,0.064,10176
Foodies,YouTube,Email,8338,969,0.001,0.029,10441
Health & Wellness,Email,Display,7308,758,0.002,0.073,15515
Outdoor Adventurers,Facebook,Social Media,6515,910,0.001,0.054,8880
Foodies,Website,Email,9920,672,0.0,0.063,10414
Tech Enthusiasts,Website,Email,6948,294,0.001,0.057,14076
Fashionistas,YouTube,Display,5754,324,0.001,0.062,15644
Foodies,Google Ads,Email,6216,161,0.001,0.058,15486
Health & Wellness,Facebook,Social Media,4398,395,0.001,0.058,8126
Outdoor Adventurers,Email,Influencer,3720,838,0.001,0.051,18745
Tech Enthusiasts,Instagram,Display,5163,605,0.001,0.063,10789
Health & Wellness,Facebook,Influencer,8130,525,0.0,0.031,10508
Foodies,YouTube,Search,2011,770,0.001,0.046,19287
Health & Wellness,YouTube,Influencer,8744,412,0.001,0.031,14924
Health & Wellness,Facebook,Email,9116,473,0.001,0.062,9606
Outdoor Adventurers,Website,Influencer,2627,407,0.001,0.056,7633
Outdoor Adventurers,Instagram,Display,9952,701,0.001,0.067,6224
Outdoor Adventurers,Instagram,Display,1818,427,0.001,0.041,10768
Fashionistas,Instagram,Search,9643,213,0.0,0.031,11141
Outdoor Adventurers,YouTube,Social Media,8784,531,0.001,0.075,12388
Health & Wellness,Email,Email,3221,708,0.001,0.048,6914
Fashionistas,YouTube,Display,3028,826,0.001,0.078,7506
Fashionistas,Google Ads,Search,3682,802,0.001,0.033,18299
Fashionistas,Email,Email,6420,218,0.001,0.066,6708
Health & Wellness,YouTube,Social Media,9515,821,0.001,0.032,12655
Fashionistas,Email,Email,7249,580,0.001,0.039,12292
Health & Wellness,Facebook,Email,7707,334,0.0,0.051,18395
Foodies,Facebook,Influencer,2694,108,0.001,0.069,16691
Tech Enthusiasts,YouTube,Search,6501,666,0.0,0.053,6921
Foodies,Instagram,Display,8365,384,0.001,0.079,13467
Foodies,Instagram,Email,4465,989,0.001,0.048,19808
Outdoor Adventurers,Google Ads,Search,3581,252,0.001,0.076,14997
Fashionistas,Website,Display,8874,466,0.001,0.05,5298
Health & Wellness,YouTube,Search,1330,576,0.002,0.077,12952
Fashionistas,Website,Email,6317,254,0.0,0.058,7104
Tech Enthusiasts,YouTube,Search,9344,235,0.001,0.069,17667
Health & Wellness,YouTube,Search,2513,256,0.002,0.029,18902
Health & Wellness,Instagram,Display,4109,896,0.001,0.028,18588
Health & Wellness,Instagram,Search,6055,709,0.0,0.042,8579
Outdoor Adventurers,YouTube,Email,1047,977,0.001,0.025,10447
Fashionistas,Email,Social Media,7409,279,0.001,0.029,19955
Health & Wellness,YouTube,Display,6289,716,0.0,0.058,18901
Outdoor Adventurers,Google Ads,Influencer,9236,943,0.0,0.03,14509
Foodies,Facebook,Influencer,7890,812,0.0,0.034,14799
Fashionistas,Website,Email,2712,752,0.001,0.036,13147
Tech Enthusiasts,Website,Display,3278,653,0.0,0.046,17489
Tech Enthusiasts,Instagram,Display,9546,620,0.0,0.052,5555
Outdoor Adventurers,Email,Display,9430,314,0.001,0.057,19415
Fashionistas,Instagram,Influencer,4911,274,0.001,0.066,12021
Tech Enthusiasts,Email,Display,6262,526,0.0,0.061,7533
Foodies,Google Ads,Display,5162,549,0.001,0.054,14897
Fashionistas,YouTube,Social Media,3224,802,0.001,0.02,19989
Foodies,Website,Influencer,9028,563,0.001,0.034,10552
Outdoor Adventurers,Facebook,Display,5368,118,0.001,0.041,11450
Foodies,Facebook,Email,5507,365,0.001,0.034,6806
Foodies,Facebook,Search,5827,562,0.001,0.055,9285
Health & Wellness,Website,Email,4042,967,0.001,0.038,8172
Health & Wellness,YouTube,Social Media,3903,967,0.001,0.044,11862
Fashionistas,Instagram,Social Media,6047,964,0.001,0.071,10567
Outdoor Adventurers,Google Ads,Influencer,4916,186,0.001,0.044,17271
Foodies,Facebook,Social Media,5023,824,0.001,0.058,16913
Health & Wellness,Facebook,Search,5143,296,0.001,0.026,15131
Foodies,Google Ads,Email,5770,419,0.001,0.066,11403
Outdoor Adventurers,YouTube,Search,6410,702,0.001,0.066,13074
Fashionistas,Website,Social Media,2484,719,0.001,0.052,11518
Foodies,YouTube,Influencer,6741,936,0.001,0.051,14889
Health & Wellness,Email,Display,6605,266,0.001,0.076,17602
Foodies,Website,Email,9512,981,0.0,0.08,19465
Fashionistas,Facebook,Influencer,2270,297,0.001,0.049,5077
Foodies,Google Ads,Email,1073,282,0.0,0.045,5993
Outdoor Adventurers,Facebook,Search,7326,114,0.0,0.043,6608
Health & Wellness,Instagram,Influencer,9966,866,0.001,0.052,11888
Foodies,Instagram,Search,3076,289,0.0,0.054,6015
Fashionistas,YouTube,Display,4623,621,0.001,0.072,12504
Fashionistas,Email,Email,9137,935,0.001,0.031,19110
Foodies,Website,Email,2040,540,0.001,0.052,6801
Fashionistas,Website,Search,1172,240,0.001,0.049,14150
Fashionistas,Website,Social Media,2014,460,0.001,0.051,6182
Outdoor Adventurers,Website,Email,9374,915,0.0,0.059,10443
Tech Enthusiasts,Google Ads,Social Media,4556,483,0.001,0.022,14935
Health & Wellness,Website,Social Media,8667,218,0.0,0.034,13001
Outdoor Adventurers,YouTube,Influencer,9867,360,0.0,0.068,6905
Fashionistas,Website,Email,6067,159,0.001,0.042,16440
Fashionistas,Instagram,Social Media,5489,933,0.001,0.044,14839
Outdoor Adventurers,YouTube,Influencer,4874,525,0.001,0.049,19480
Health & Wellness,YouTube,Display,9512,295,0.001,0.027,19904
Outdoor Adventurers,Instagram,Influencer,9397,399,0.002,0.028,13492
Fashionistas,Email,Email,5695,132,0.0,0.038,11064
Foodies,Instagram,Display,9261,899,0.0,0.021,5417
Outdoor Adventurers,Instagram,Search,1584,400,0.001,0.071,13812
Foodies,Facebook,Email,8094,699,0.001,0.047,10195
Tech Enthusiasts,Website,Display,3004,560,0.001,0.053,6320
Tech Enthusiasts,Google Ads,Display,3837,459,0.001,0.061,5936
Fashionistas,Website,Search,3269,385,0.0,0.021,6463
Health & Wellness,Facebook,Email,7659,275,0.001,0.032,5966
Foodies,Google Ads,Display,8648,625,0.001,0.078,10635
Tech Enthusiasts,Facebook,Search,3987,293,0.001,0.051,11778
Fashionistas,Email,Social Media,4913,767,0.0,0.042,18961
Fashionistas,YouTube,Email,7157,152,0.0,0.046,7697
Outdoor Adventurers,Facebook,Influencer,3364,635,0.0,0.034,15042
Fashionistas,Website,Display,4402,222,0.0,0.079,14706
Health & Wellness,Email,Display,5634,724,0.001,0.071,15848
Tech Enthusiasts,Google Ads,Influencer,5037,793,0.0,0.043,9994
Fashionistas,YouTube,Influencer,6052,748,0.0,0.076,15942
Fashionistas,Facebook,Display,8480,845,0.0,0.038,9386
Fashionistas,Website,Display,9084,295,0.001,0.073,18889
Tech Enthusiasts,Email,Influencer,4900,978,0.001,0.08,14429
Tech Enthusiasts,Google Ads,Influencer,3634,587,0.001,0.023,16251
Foodies,Instagram,Influencer,9925,713,0.001,0.049,16776
Tech Enthusiasts,Facebook,Display,7622,498,0.001,0.029,8266
Tech Enthusiasts,YouTube,Display,1881,294,0.001,0.059,9066
Health & Wellness,Website,Search,1797,362,0.001,0.046,9523
Fashionistas,Email,Search,3967,819,0.001,0.072,5759
Tech Enthusiasts,Email,Email,8742,166,0.0,0.04,15588
Health & Wellness,Email,Search,2495,377,0.0,0.071,9361
Tech Enthusiasts,Facebook,Display,7937,624,0.0,0.049,11159
Health & Wellness,Google Ads,Display,4291,644,0.001,0.052,17779
Tech Enthusiasts,YouTube,Email,7632,854,0.001,0.032,19143
Tech Enthusiasts,YouTube,Email,3323,841,0.0,0.073,9880
Foodies,Instagram,Search,6112,864,0.001,0.029,8577
Tech Enthusiasts,Facebook,Display,8020,466,0.0,0.063,17120
Outdoor Adventurers,YouTube,Display,6567,278,0.0,0.053,15128
Tech Enthusiasts,Instagram,Search,8119,608,0.001,0.074,11318
Foodies,Google Ads,Display,6574,314,0.001,0.048,6722
Foodies,Website,Email,8849,991,0.001,0.062,10335
Tech Enthusiasts,Google Ads,Influencer,4482,560,0.001,0.047,13037
Outdoor Adventurers,Google Ads,Email,8868,429,0.001,0.045,8326
Fashionistas,Instagram,Social Media,7358,889,0.001,0.044,16359
Fashionistas,YouTube,Email,5423,182,0.001,0.056,7582
Health & Wellness,Facebook,Search,2979,256,0.001,0.054,8754
Tech Enthusiasts,Facebook,Email,1387,658,0.001,0.029,7671
Fashionistas,Email,Social Media,9601,132,0.001,0.05,17308
Tech Enthusiasts,Instagram,Display,8825,895,0.001,0.042,13687
Health & Wellness,Email,Social Media,2706,228,0.001,0.037,14446
Fashionistas,Website,Display,4695,202,0.0,0.073,16511
Outdoor Adventurers,Website,Search,1258,205,0.001,0.055,18017
Health & Wellness,Facebook,Search,9190,348,0.0,0.023,16814
Fashionistas,Google Ads,Influencer,5281,888,0.001,0.058,9953
Foodies,Facebook,Email,3478,826,0.0,0.051,8337
Tech Enthusiasts,Instagram,Influencer,9664,932,0.001,0.023,5143
Outdoor Adventurers,YouTube,Influencer,4189,443,0.0,0.027,19126
Fashionistas,YouTube,Social Media,9007,733,0.001,0.031,5427
Outdoor Adventurers,Facebook,Social Media,9407,334,0.001,0.046,15071
Health & Wellness,Google Ads,Email,4676,646,0.001,0.041,6818
Foodies,Google Ads,Search,5552,331,0.001,0.047,19070
Health & Wellness,Google Ads,Email,5236,703,0.001,0.052,10197
Health & Wellness,Instagram,Display,5069,720,0.0,0.055,13504
Fashionistas,Facebook,Search,3376,123,0.0,0.032,15274
Outdoor Adventurers,Google Ads,Search,7252,592,0.001,0.058,6298
Foodies,Instagram,Social Media,1382,614,0.001,0.076,11177
Health & Wellness,YouTube,Display,7726,862,0.001,0.02,16666
Tech Enthusiasts,Instagram,Influencer,8163,205,0.0,0.029,13076
Health & Wellness,Facebook,Email,9173,572,0.001,0.028,10888
Health & Wellness,Google Ads,Display,1357,881,0.0,0.063,18708
Fashionistas,Instagram,Email,3623,174,0.0,0.027,5880
Tech Enthusiasts,YouTube,Search,5505,188,0.0,0.039,11199
Fashionistas,Google Ads,Email,6077,777,0.001,0.075,7668
Tech Enthusiasts,Instagram,Display,9078,464,0.002,0.062,12770
Foodies,Facebook,Social Media,4598,792,0.001,0.077,7706
Outdoor Adventurers,Google Ads,Social Media,3602,923,0.001,0.045,19026
Foodies,Email,Search,3112,606,0.001,0.022,14379
Tech Enthusiasts,Email,Influencer,6802,262,0.001,0.034,14348
Tech Enthusiasts,Email,Influencer,5097,329,0.0,0.046,15917
Fashionistas,Google Ads,Social Media,6796,291,0.0,0.043,15656
Foodies,Email,Display,3183,166,0.0,0.022,13311
Foodies,Facebook,Email,9807,404,0.001,0.063,15286
Health & Wellness,Instagram,Display,3171,929,0.001,0.037,18692
Outdoor Adventurers,Email,Search,5507,519,0.0,0.025,6677
Tech Enthusiasts,Instagram,Search,8627,149,0.0,0.077,13381
Fashionistas,YouTube,Search,8397,507,0.0,0.078,16885
Outdoor Adventurers,Website,Influencer,6743,291,0.0,0.052,10575
Foodies,Website,Search,7055,824,0.001,0.07,17246
Health & Wellness,Website,Social Media,4275,869,0.001,0.063,13743
Foodies,Website,Social Media,8019,762,0.001,0.053,14630
Foodies,Instagram,Social Media,8754,862,0.001,0.075,5947
Outdoor Adventurers,Facebook,Email,2364,668,0.001,0.034,13489
Outdoor Adventurers,Website,Email,7861,882,0.0,0.03,13763
Tech Enthusiasts,Instagram,Influencer,4408,189,0.001,0.051,18991
Outdoor Adventurers,Email,Influencer,3183,364,0.0,0.061,11827
Health & Wellness,Website,Search,8317,213,0.001,0.069,5213
Fashionistas,Facebook,Search,1478,210,0.002,0.053,6859
Outdoor Adventurers,Google Ads,Social Media,1637,669,0.001,0.035,17207
Fashionistas,Instagram,Search,8585,926,0.001,0.031,15767
Outdoor Adventurers,Instagram,Display,2328,993,0.001,0.029,6122
Foodies,Website,Influencer,5458,587,0.001,0.032,12875
Tech Enthusiasts,Instagram,Influencer,5339,995,0.001,0.051,8859
Tech Enthusiasts,Website,Social Media,8573,316,0.001,0.036,6587
Tech Enthusiasts,Email,Search,3095,791,0.0,0.028,16697
Fashionistas,YouTube,Influencer,3034,167,0.0,0.077,19961
Tech Enthusiasts,Website,Display,1740,644,0.0,0.025,9118
Fashionistas,Google Ads,Search,8255,148,0.001,0.042,12971
Foodies,Google Ads,Email,5974,814,0.0,0.062,16852
Outdoor Adventurers,YouTube,Email,4514,507,0.001,0.078,16291
Outdoor Adventurers,Google Ads,Display,6240,524,0.0,0.029,18738
Foodies,Facebook,Social Media,6797,891,0.001,0.036,5740
Fashionistas,Website,Display,5132,241,0.001,0.059,13501
Health & Wellness,Google Ads,Social Media,8188,958,0.001,0.032,17118
Foodies,Website,Display,1981,469,0.001,0.076,11549
Fashionistas,Website,Influencer,7479,721,0.0,0.036,19097
Fashionistas,Google Ads,Email,2260,972,0.001,0.062,17663
Foodies,YouTube,Display,3721,483,0.0,0.034,9489
Foodies,YouTube,Email,7271,240,0.001,0.054,5697
Outdoor Adventurers,Facebook,Search,2760,626,0.001,0.029,9343
